ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Sync with Square,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
58,simple,000,,Charming Wool Fox Plush,1,0,visible,"Soft, cuddly, and adorable, our wool fox plush is the perfect companion for children.","Introducing our charming wool fox plush, a delightful and cozy friend for children of all ages. Handcrafted from soft, non-toxic wool, this adorable fox is designed to provide endless snuggles and imaginative play. Its vibrant orange color and detailed stitching make it an eye-catching companion, while its child-friendly design ensures safety and durability. Perfect for bedtime cuddles or daytime adventures, this wool fox plush is sure to become a cherished part of your child's toy collection.
\n
\n[porto_info_list icon_color=""#222529"" font_size_icon=""16"" el_class=""ps-4""][porto_info_list_item list_icon=""fa fa-check-circle"" desc_font_size=""14""]<strong>Handcrafted Quality:</strong> Made from soft, non-toxic wool for a cozy and safe play experience.[/porto_info_list_item][porto_info_list_item list_icon=""fa fa-check-circle"" desc_font_size=""14""]<strong>Adorable Design:</strong> Vibrant orange color and detailed stitching make this fox plush irresistible.[/porto_info_list_item][porto_info_list_item list_icon=""fa fa-check-circle"" desc_font_size=""14""]<strong>Durable Construction:</strong> Built to withstand countless cuddles and imaginative play sessions.[/porto_info_list_item][/porto_info_list]
\n
\nSed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,taxable,,1,,,0,0,,,,,1,,,30.0,"30$ Toys, Fabric and Wool Toys",,,https://zakute.com/wp-content/uploads/2019/07/1-135.jpeg,,,,,,,,,5,,no,Size,"L, M, S, X",1.0,1.0,Color,Red,1.0,1.0
66,simple,000-1,,Classic Cuddly Teddy Bear,1,1,visible,"Soft, cuddly, and timeless, our teddy bear is the perfect companion for children of all ages.
\n
\n&nbsp;","Introducing our classic cuddly teddy bear, a timeless friend for children of all ages. Made from ultra-soft, high-quality materials, this teddy bear offers endless comfort and warmth. Its friendly face and huggable size make it perfect for snuggling, while its durable construction ensures it can withstand all the love and adventures that come its way. Whether for bedtime cuddles, playtime fun, or as a comforting companion, our teddy bear is sure to become a beloved part of your child's life.
\n
\n[porto_info_list icon_color=""#222529"" font_size_icon=""16"" el_class=""ps-4""][porto_info_list_item list_icon=""fa fa-check-circle"" desc_font_size=""14""]<strong>Ultra-Soft and Huggable:</strong> Crafted from premium, non-toxic materials for maximum comfort and safety.[/porto_info_list_item][porto_info_list_item list_icon=""fa fa-check-circle"" desc_font_size=""14""]<strong>Timeless Design:</strong> Classic teddy bear look with a friendly face and cuddly size.
\n
\n/Digital Products, Virtual Products[/porto_info_list_item][porto_info_list_item list_icon=""fa fa-check-circle"" desc_font_size=""14""]<strong>Durable and Long-Lasting:</strong> Built to endure countless hugs, snuggles, and playtime adventures.[/porto_info_list_item][/porto_info_list]
\n
\nSed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,taxable,,1,,,0,0,,,,,1,,5.0,10.0,"5$ Toys, Fabric and Wool Toys",,,https://zakute.com/wp-content/uploads/2019/07/shop30_product-1.jpg,,,,,,,,,10,,no,Size,"L, M, S, X",1.0,1.0,Color,Brown,1.0,1.0
